出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/01/03","113","3","6196","帆宣","36355896.00","8786411.00","45142307.00","28490133.00","5054973.00","33545106.00","2013154.00","--","2499482.00","7047458.00","-98713.00","--","11461381.00","--","--","135820.00","11597201.00","0.00","0.00","0.00","56.93"
"114/01/03","113","3","6197","佳必琪","4513023.00","2224829.00","6737852.00","2447643.00","164936.00","2612579.00","1220859.00","--","199316.00","2523451.00","11475.00","--","3955101.00","--","--","170172.00","4125273.00","0.00","0.00","0.00","32.40"
"114/01/03","113","3","6201","亞弘電","2825681.00","748494.00","3574175.00","732601.00","115147.00","847748.00","892000.00","--","333325.00","1553430.00","-52328.00","--","2726427.00","--","--","0.00","2726427.00","0.00","0.00","0.00","30.57"
"114/01/03","113","3","6202","盛群","4539191.00","1182459.00","5721650.00","1591435.00","462890.00","2054325.00","2261682.00","--","142309.00","1239145.00","-32183.00","--","3610953.00","--","--","56372.00","3667325.00","0.00","0.00","0.00","15.97"
"114/01/03","113","3","6205","詮欣","2190998.00","1685390.00","3876388.00","464152.00","798168.00","1262320.00","822359.00","--","479756.00","1232098.00","69590.00","--","2603803.00","--","--","10265.00","2614068.00","0.00","0.00","0.00","31.66"
"114/01/03","113","3","6206","飛捷","4408377.00","1433341.00","5841718.00","974288.00","36466.00","1010754.00","1430623.00","--","467407.00","2905475.00","6863.00","--","4810368.00","--","--","20596.00","4830964.00","0.00","0.00","0.00","33.62"
"114/01/03","113","3","6209","今國光","2011426.00","1730728.00","3742154.00","782477.00","43295.00","825772.00","1744307.00","--","819418.00","457762.00","-105105.00","--","2916382.00","--","--","--","2916382.00","--","34500.00","0.00","16.73"
"114/01/03","113","3","6213","聯茂","23773457.00","12634639.00","36408096.00","13223054.00","2759536.00","15982590.00","3629572.00","--","9223932.00","7207332.00","364670.00","--","20425506.00","--","--","--","20425506.00","0.00","0.00","0.00","56.28"
"114/01/03","113","3","6214","精誠","25597211.00","9382211.00","34979422.00","12185096.00","3583955.00","15769051.00","2722654.00","--","8691660.00","6135508.00","-197479.00","0.00","17352343.00","--","--","1858028.00","19210371.00","--","0.00","0.00","63.73"
"114/01/03","113","3","6215","和椿","1425461.00","608840.00","2034301.00","479295.00","61207.00","540502.00","827897.00","--","92855.00","473228.00","99819.00","--","1493799.00","--","--","0.00","1493799.00","0.00","0.00","0.00","18.04"
"114/01/03","113","3","6216","居易","1870732.00","221678.00","2092410.00","241063.00","1819.00","242882.00","955834.00","--","270942.00","622752.00","--","--","--","--","--","--","1849528.00","0.00","0.00","0.00","19.35"
"114/01/03","113","3","6224","聚鼎","2846740.00","1644576.00","4491316.00","1379912.00","742150.00","2122062.00","856453.00","--","528724.00","1116940.00","-226088.00","--","2276029.00","--","--","93225.00","2369254.00","0.00","0.00","0.00","26.58"
"114/01/03","113","3","6225","天瀚","98007.00","4320.00","102327.00","14033.00","4180.00","18213.00","278000.00","--","0.00","-179186.00","-14700.00","--","84114.00","--","--","--","84114.00","--","0.00","0.00","3.03"
"114/01/03","113","3","6226","光鼎","1277693.00","1112581.00","2390274.00","658255.00","493814.00","1152069.00","1166198.00","--","28839.00","24180.00","-85840.00","-7936.00","1125441.00","--","--","112764.00","1238205.00","0.00","0.00","1085000.00","9.74"
"114/01/03","113","3","6230","尼得科超眾","7396476.00","2780655.00","10177131.00","3320712.00","924625.00","4245337.00","863434.00","--","531823.00","4501218.00","35319.00","--","5931794.00","--","--","--","5931794.00","--","0.00","0.00","68.70"
"114/01/03","113","3","6235","華孚","4280713.00","5289701.00","9570414.00","3696345.00","1551298.00","5247643.00","1940070.00","--","400412.00","1925266.00","57023.00","--","4322771.00","--","--","--","4322771.00","--","7370.00","0.00","22.28"
"114/01/03","113","3","6239","力成","45663579.00","61689733.00","107353312.00","17541021.00","19935717.00","37476738.00","7591466.00","--","319796.00","48192613.00","-457106.00","-468802.00","55177967.00","--","--","14698607.00","69876574.00","--","0.00","11800000.00","73.83"
"114/01/03","113","3","6243","迅杰","1108926.00","118073.00","1226999.00","105486.00","298132.00","403618.00","452688.00","--","289058.00","85425.00","-3790.00","--","823381.00","--","--","--","823381.00","0.00","0.00","0.00","18.19"
"114/01/03","113","3","6257","矽格","18414954.00","20777835.00","39192789.00","7716755.00","9085533.00","16802288.00","4831757.00","--","1730967.00","11642849.00","1225088.00","--","19430661.00","--","--","2959840.00","22390501.00","0.00","0.00","0.00","40.21"
"114/01/03","113","3","6269","台郡","19403628.00","19824503.00","39228131.00","7109916.00","5993966.00","13103882.00","3232010.00","--","980160.00","20377266.00","-99060.00","--","24490376.00","--","--","1633873.00","26124249.00","0.00","0.00","0.00","75.77"
"114/01/03","113","3","6271","同欣電","10746056.00","23490614.00","34236670.00","5071355.00","3854793.00","8926148.00","2090581.00","--","15117641.00","8089155.00","13145.00","0.00","25310522.00","0.00","--","0.00","25310522.00","0.00","0.00","0.00","121.07"
"114/01/03","113","3","6277","宏正","3585984.00","3361517.00","6947501.00","1738135.00","476235.00","2214370.00","1194711.00","--","316963.00","3267246.00","-113299.00","--","4665621.00","--","--","67510.00","4733131.00","0.00","0.00","0.00","39.05"
"114/01/03","113","3","6278","台表科","35742350.00","13434411.00","49176761.00","22518131.00","5365648.00","27883779.00","2923984.00","--","2505943.00","15540207.00","300286.00","--","21270420.00","--","--","22562.00","21292982.00","0.00","0.00","0.00","72.74"
"114/01/03","113","3","6281","全國電","4996435.00","4137049.00","9133484.00","3577148.00","2767969.00","6345117.00","991729.00","--","436619.00","1360019.00","0.00","0.00","--","--","--","--","2788367.00","--","0.00","0.00","28.12"
"114/01/03","113","3","6282","康舒","28029100.00","23058879.00","51087979.00","18532583.00","9537339.00","28069922.00","8588331.00","--","10218507.00","3987496.00","-150711.00","--","22643623.00","--","--","374434.00","23018057.00","--","0.00","0.00","26.37"
"114/01/03","113","3","6283","淳安","1724896.00","693295.00","2418191.00","615543.00","15822.00","631365.00","1479063.00","--","502487.00","-339938.00","-28878.00","-55567.00","1557167.00","--","--","229659.00","1786826.00","--","0.00","1400000.00","10.63"
"114/01/03","113","3","6285","啟碁","51777802.00","15801288.00","67579090.00","33201685.00","3625356.00","36827041.00","4852354.00","--","11943469.00","12732342.00","1223884.00","--","30752049.00","--","--","--","30752049.00","18000.00","0.00","0.00","63.38"
"114/01/03","113","3","6288","聯嘉","4337896.00","2849529.00","7187425.00","2711537.00","1203910.00","3915447.00","2148455.00","--","1044067.00","237925.00","-8036.00","-150433.00","3271978.00","--","--","--","3271978.00","--","0.00","7000000.00","15.74"
"114/01/03","113","3","6405","悅城","664037.00","1711692.00","2375729.00","33282.00","2290.00","35572.00","658000.00","--","453849.00","1307646.00","-79338.00","--","2340157.00","--","--","--","2340157.00","0.00","0.00","0.00","35.56"
"114/01/03","113","3","6409","旭隼","12362092.00","4972311.00","17334403.00","7752327.00","772534.00","8524861.00","877206.00","--","1580612.00","6510856.00","-159132.00","--","8809542.00","--","--","--","8809542.00","--","0.00","0.00","100.43"
"114/01/03","113","3","6412","群電","24219924.00","8454347.00","32674271.00","17555356.00","269454.00","17824810.00","4007691.00","--","3236424.00","8025322.00","-419976.00","--","14849461.00","--","--","--","14849461.00","0.00","0.00","0.00","37.05"
"114/01/03","113","3","6414","樺漢","92083262.00","50173198.00","142256460.00","62499029.00","27247731.00","89746760.00","1373946.00","--","15617980.00","6922449.00","-445460.00","--","23468915.00","--","--","29040785.00","52509700.00","0.00","0.00","0.00","170.81"
"114/01/03","113","3","6415","矽力*-KY","25931138.00","12546174.00","38477312.00","2816876.00","1373750.00","4190626.00","966075.00","--","13262036.00","19235961.00","461792.00","-239746.00","33686118.00","--","--","600568.00","34286686.00","--","0.00","595000.00","87.31"
"114/01/03","113","3","6416","瑞祺電通","3624714.00","2029422.00","5654136.00","1210973.00","813044.00","2024017.00","733485.00","--","1445196.00","1319780.00","-36462.00","--","3461999.00","--","--","168120.00","3630119.00","0.00","0.00","0.00","47.20"
"114/01/03","113","3","6423","億而得-創","535729.00","104936.00","640665.00","54991.00","34632.00","89623.00","294260.00","--","212168.00","44614.00","0.00","--","--","--","--","--","551042.00","0.00","0.00","0.00","18.73"
"114/01/03","113","3","6426","統新","720891.00","386364.00","1107255.00","98981.00","17640.00","116621.00","385090.00","--","673187.00","-37951.00","-29692.00","--","990634.00","--","--","--","990634.00","--","0.00","0.00","25.72"
"114/01/03","113","3","6431","光麗-KY","275813.00","695388.00","971201.00","291528.00","153281.00","444809.00","723988.00","--","204326.00","-383651.00","-18271.00","--","526392.00","--","--","--","526392.00","--","0.00","0.00","7.27"
"114/01/03","113","3","6438","迅得","5136789.00","3199899.00","8336688.00","2603633.00","1468114.00","4071747.00","753488.00","--","1860060.00","1398747.00","133186.00","--","4145481.00","--","--","119460.00","4264941.00","--","0.00","0.00","55.07"
"114/01/03","113","3","6442","光聖","3983585.00","1536567.00","5520152.00","1885079.00","494663.00","2379742.00","756000.00","--","854164.00","1718647.00","-190905.00","0.00","3137906.00","--","--","2504.00","3140410.00","--","0.00","0.00","41.51"
"114/01/03","113","3","6443","元晶","3552865.00","7775990.00","11328855.00","1641749.00","2182942.00","3824691.00","5127967.00","--","1965641.00","578389.00","-170717.00","--","7501280.00","--","--","2884.00","7504164.00","--","0.00","0.00","14.63"
"114/01/03","113","3","6446","藥華藥","24697642.00","4446913.00","29144555.00","2006737.00","1053578.00","3060315.00","3411964.00","--","23497486.00","1737364.00","242534.00","-2805108.00","26084240.00","--","--","--","26084240.00","--","0.00","8905000.00","78.50"
"114/01/03","113","3","6449","鈺邦","3729826.00","2774166.00","6503992.00","2420502.00","210926.00","2631428.00","889535.00","--","768527.00","1533251.00","595788.00","-40374.00","3746727.00","--","--","125837.00","3872564.00","0.00","0.00","1000000.00","42.60"
"114/01/03","113","3","6451","訊芯-KY","9804705.00","6181638.00","15986343.00","7892081.00","412364.00","8304445.00","1074648.00","--","2945883.00","2590743.00","76669.00","-108347.00","6579596.00","--","--","1102302.00","7681898.00","--","0.00","1291000.00","61.97"
"114/01/03","113","3","6456","GIS-KY","49531695.00","17049667.00","66581362.00","25713922.00","10779386.00","36493308.00","3379398.00","--","8206867.00","19506525.00","-1175915.00","--","29916875.00","--","--","171179.00","30088054.00","0.00","0.00","0.00","88.53"
"114/01/03","113","3","6464","台數科","2316364.00","16226715.00","18543079.00","2606190.00","7656963.00","10263153.00","1256131.00","--","3437282.00","3435392.00","-292381.00","0.00","7836424.00","--","--","443502.00","8279926.00","0.00","0.00","0.00","62.39"
"114/01/03","113","3","6472","保瑞","23819344.00","19755065.00","43574409.00","13123418.00","16516076.00","29639494.00","1030852.00","--","4324246.00","6502466.00","8013.00","-46721.00","11818856.00","--","--","2116059.00","13934915.00","519000.00","2054056.00","264000.00","114.95"
"114/01/03","113","3","6477","安集","1423321.00","6755901.00","8179222.00","2009099.00","2706280.00","4715379.00","1237872.00","--","1372961.00","686065.00","-27920.00","--","3268978.00","--","--","194865.00","3463843.00","--","0.00","0.00","26.41"
"114/01/03","113","3","6491","晶碩","6008738.00","8499119.00","14507857.00","3187856.00","671299.00","3859155.00","780000.00","--","4269544.00","5528229.00","-13026.00","--","10564747.00","--","--","83955.00","10648702.00","0.00","0.00","0.00","135.45"
"114/01/03","113","3","6504","南六","4378846.00","5559671.00","9938517.00","3939384.00","2437945.00","6377329.00","726000.00","--","453467.00","2648191.00","-266586.00","--","3561072.00","--","--","116.00","3561188.00","0.00","0.00","0.00","49.05"
"114/01/03","113","3","6505","台塑化","218809278.00","165102667.00","383911945.00","46226952.00","22838144.00","69065096.00","95259597.00","--","31422486.00","170249231.00","12842649.00","--","309773963.00","--","--","5072886.00","314846849.00","--","0.00","0.00","32.52"
"114/01/03","113","3","6515","穎崴","4551335.00","2542330.00","7093665.00","1673763.00","932340.00","2606103.00","350153.00","--","2439368.00","1794779.00","-96738.00","--","4487562.00","--","--","--","4487562.00","--","0.00","0.00","128.16"
"114/01/03","113","3","6525","捷敏-KY","3396726.00","2879816.00","6276542.00","1502183.00","481570.00","1983753.00","1290474.00","--","624536.00","2507838.00","-130059.00","--","4292789.00","--","--","--","4292789.00","--","0.00","0.00","33.27"
"114/01/03","113","3","6526","達發","17342326.00","9404163.00","26746489.00","5512018.00","814882.00","6326900.00","1675056.00","--","10887335.00","5043190.00","335966.00","--","17941547.00","--","--","2478042.00","20419589.00","--","0.00","0.00","107.11"
"114/01/03","113","3","6531","愛普*","10164162.00","2231930.00","12396092.00","889556.00","126017.00","1015573.00","811636.00","--","6346904.00","4216625.00","5354.00","--","11380519.00","--","--","--","11380519.00","--","2500.00","0.00","70.14"
"114/01/03","113","3","6533","晶心科","2826746.00","2299524.00","5126270.00","336749.00","104470.00","441219.00","506509.00","--","4096056.00","75080.00","7406.00","--","4685051.00","--","--","--","4685051.00","--","0.00","0.00","92.50"
"114/01/03","113","3","6534","正瀚-創","814337.00","2754989.00","3569326.00","586903.00","364334.00","951237.00","1028000.00","--","718230.00","859403.00","11517.00","--","2617150.00","--","--","939.00","2618089.00","0.00","0.00","0.00","25.46"
"114/01/03","113","3","6541","泰福-KY","935178.00","2054766.00","2989944.00","356758.00","1484897.00","1841655.00","1640714.00","--","13563948.00","-13858280.00","-198093.00","--","1148289.00","--","--","--","1148289.00","0.00","0.00","0.00","7.00"
"114/01/03","113","3","6550","北極星藥業-KY","2818605.00","5478275.00","8296880.00","422858.00","1707236.00","2130094.00","7461954.00","--","11833400.00","-13808212.00","593580.00","--","6080722.00","--","--","86064.00","6166786.00","0.00","0.00","0.00","8.15"
"114/01/03","113","3","6552","易華電","1180933.00","3354207.00","4535140.00","1118670.00","367747.00","1486417.00","830000.00","--","625489.00","774580.00","818654.00","--","--","--","--","--","3048723.00","--","0.00","0.00","36.73"
"114/01/03","113","3","6558","興能高","1066070.00","827624.00","1893694.00","383264.00","11208.00","394472.00","937509.00","--","318507.00","276959.00","-33753.00","--","1499222.00","--","--","--","1499222.00","0.00","0.00","0.00","15.99"
"114/01/03","113","3","6573","虹揚-KY","781237.00","1104675.00","1885912.00","880494.00","312068.00","1192562.00","804993.00","--","0.00","-119683.00","-75170.00","--","610140.00","--","--","83210.00","693350.00","0.00","0.00","0.00","7.58"
"114/01/03","113","3","6579","研揚","7221104.00","6961823.00","14182927.00","1886169.00","563438.00","2449607.00","1693692.00","--","6398400.00","1550682.00","132740.00","--","9775514.00","--","--","1957806.00","11733320.00","0.00","382000.00","0.00","57.72"
"114/01/03","113","3","6581","鋼聯","912239.00","4227899.00","5140138.00","396944.00","538790.00","935734.00","1112709.00","--","999216.00","2092479.00","--","--","4204404.00","--","--","--","4204404.00","--","0.00","0.00","37.79"
"114/01/03","113","3","6582","申豐","1004420.00","5621959.00","6626379.00","412748.00","7068.00","419816.00","1061741.00","--","749234.00","3813481.00","582107.00","--","6206563.00","--","--","--","6206563.00","--","0.00","0.00","58.46"
"114/01/03","113","3","6585","鼎基","2137463.00","3216910.00","5354373.00","663290.00","872311.00","1535601.00","714439.00","--","908314.00","2197587.00","-1568.00","--","3818772.00","--","--","--","3818772.00","0.00","0.00","0.00","53.45"
"114/01/03","113","3","6591","動力-KY","1380790.00","1295066.00","2675856.00","430407.00","350736.00","781143.00","376657.00","--","893806.00","614309.00","1891.00","--","1886663.00","--","--","8050.00","1894713.00","--","0.00","0.00","50.09"
"114/01/03","113","3","6592","和潤企業","303780202.00","25105288.00","328885490.00","285221049.00","2699423.00","287920472.00","7231505.00","--","17139974.00","12574016.00","40662.00","--","36986157.00","--","--","3978861.00","40965018.00","0.00","0.00","0.00","51.15"
"114/01/03","113","3","6598","ABC-KY","1128807.00","118405.00","1247212.00","99886.00","228729.00","328615.00","1027876.00","--","271790.00","-383120.00","2051.00","--","918597.00","--","--","--","918597.00","0.00","0.00","0.00","8.94"
"114/01/03","113","3","6605","帝寶","14804700.00","18335732.00","33140432.00","7417619.00","6942898.00","14360517.00","1658164.00","--","2500187.00","14246955.00","-128771.00","--","18276535.00","--","--","503380.00","18779915.00","--","0.00","0.00","110.22"
"114/01/03","113","3","6606","建德工業","1179083.00","1133784.00","2312867.00","282754.00","177178.00","459932.00","1103038.00","--","145288.00","622511.00","-63225.00","--","1807612.00","--","--","45323.00","1852935.00","0.00","0.00","0.00","16.39"
"114/01/03","113","3","6625","必應","1326153.00","437253.00","1763406.00","819570.00","45124.00","864694.00","489724.00","--","148352.00","265207.00","-5861.00","--","897422.00","--","--","1290.00","898712.00","--","0.00","0.00","18.33"
"114/01/03","113","3","6641","基士德-KY","1160018.00","989177.00","2149195.00","607769.00","54049.00","661818.00","370000.00","--","658838.00","549279.00","-60282.00","-32858.00","1484977.00","--","--","2400.00","1487377.00","--","0.00","500000.00","40.68"
"114/01/03","113","3","6645","金萬林-創","370192.00","603370.00","973562.00","276757.00","181931.00","458688.00","538640.00","--","91367.00","-115316.00","183.00","--","514874.00","--","--","--","514874.00","0.00","0.00","0.00","9.56"
"114/01/03","113","3","6655","科定","1664434.00","6529017.00","8193451.00","2219234.00","3688548.00","5907782.00","821813.00","--","2546.00","845081.00","982623.00","-368815.00","2283248.00","--","--","2421.00","2285669.00","--","0.00","4443000.00","29.37"
"114/01/03","113","3","6657","華安","578254.00","94970.00","673224.00","27429.00","2307.00","29736.00","765510.00","--","59216.00","-181193.00","-45.00","--","643488.00","--","--","--","643488.00","--","270000.00","0.00","8.41"
"114/01/03","113","3","6658","聯策","1456529.00","1096982.00","2553511.00","842524.00","534146.00","1376670.00","328700.00","--","359848.00","306382.00","82999.00","--","1077929.00","--","--","98912.00","1176841.00","--","0.00","0.00","32.79"
"114/01/03","113","3","6666","羅麗芬-KY","1122193.00","1147820.00","2270013.00","469053.00","58224.00","527277.00","473880.00","--","830575.00","390639.00","9036.00","--","1704130.00","--","--","38606.00","1742736.00","0.00","0.00","0.00","35.96"
"114/01/03","113","3","6668","中揚光","1124191.00","2269620.00","3393811.00","771781.00","555107.00","1326888.00","967561.00","--","1237833.00","-150540.00","12069.00","0.00","2066923.00","0.00","--","0.00","2066923.00","--","0.00","0.00","21.36"
"114/01/03","113","3","6669","緯穎","161590134.00","15502520.00","177092654.00","69092816.00","28103486.00","97196302.00","1858408.00","--","36962362.00","38721303.00","2354279.00","--","79896352.00","--","--","--","79896352.00","0.00","0.00","0.00","429.92"
"114/01/03","113","3","6670","復盛應用","15415279.00","8111343.00","23526622.00","8139113.00","757738.00","8896851.00","1366582.00","--","2893721.00","9036232.00","-215584.00","--","13080951.00","--","--","1548820.00","14629771.00","--","0.00","0.00","97.02"
"114/01/03","113","3","6671","三能-KY","1157700.00","1093126.00","2250826.00","415755.00","79431.00","495186.00","607500.00","--","648899.00","564258.00","-78687.00","--","1741970.00","--","--","13670.00","1755640.00","--","0.00","0.00","28.67"
"114/01/03","113","3","6672","騰輝電子-KY","3180281.00","1554309.00","4734590.00","949386.00","407063.00","1356449.00","714347.00","--","884861.00","1810372.00","-31439.00","--","3378141.00","--","--","--","3378141.00","--","0.00","0.00","47.29"
"114/01/03","113","3","6674","鋐寶科技","1326264.00","249054.00","1575318.00","496680.00","31365.00","528045.00","673357.00","--","366450.00","7334.00","132.00","--","1047273.00","--","--","--","1047273.00","0.00","0.00","0.00","15.55"
"114/01/03","113","3","6689","伊雲谷","5111325.00","1073464.00","6184789.00","2957636.00","114587.00","3072223.00","680000.00","--","1864706.00","303742.00","75720.00","-9941.00","2914227.00","--","--","198339.00","3112566.00","0.00","0.00","200000.00","42.98"
"114/01/03","113","3","6691","洋基工程","12121055.00","557831.00","12678886.00","6840378.00","215501.00","7055879.00","1057571.00","--","2006069.00","2701044.00","27439.00","-169116.00","5623007.00","--","--","0.00","5623007.00","--","0.00","890000.00","53.62"
"114/01/03","113","3","6695","芯鼎","1604936.00","193500.00","1798436.00","120565.00","16648.00","137213.00","963973.00","--","1039688.00","-335118.00","-7320.00","--","1661223.00","--","--","--","1661223.00","--","0.00","0.00","17.23"
"114/01/03","113","3","6698","旭暉應材","1397776.00","1461904.00","2859680.00","872539.00","60203.00","932742.00","663898.00","--","522908.00","3151.00","-2439.00","-24187.00","1163331.00","--","--","763607.00","1926938.00","0.00","0.00","602000.00","17.68"
"114/01/03","113","3","6706","惠特","3883146.00","2692023.00","6575169.00","1827823.00","1343114.00","3170937.00","735769.00","--","1207138.00","1377753.00","83572.00","--","3404232.00","--","--","--","3404232.00","--","0.00","0.00","46.27"
"114/01/03","113","3","6715","嘉基","3246851.00","1379047.00","4625898.00","547514.00","425734.00","973248.00","663711.00","--","1778207.00","1092998.00","32123.00","--","3567039.00","--","--","85611.00","3652650.00","--","0.00","0.00","53.74"
"114/01/03","113","3","6719","力智","14148500.00","1616966.00","15765466.00","652075.00","1591958.00","2244033.00","1039323.00","--","10483822.00","2047400.00","-49112.00","--","13521433.00","--","--","--","13521433.00","0.00","0.00","0.00","130.10"
"114/01/03","113","3","6742","澤米","1281820.00","583288.00","1865108.00","351340.00","99185.00","450525.00","712679.00","--","598344.00","92168.00","11392.00","--","1414583.00","--","--","--","1414583.00","--","0.00","0.00","19.85"
"114/01/03","113","3","6743","安普新","5686182.00","4389832.00","10076014.00","6431618.00","687877.00","7119495.00","1500000.00","--","984362.00","822503.00","-169583.00","-185294.00","2951988.00","--","--","4531.00","2956519.00","--","0.00","2500000.00","20.01"
"114/01/03","113","3","6753","龍德造船","6348521.00","3833783.00","10182304.00","4392032.00","2239130.00","6631162.00","1131375.00","--","988228.00","1424830.00","6709.00","--","--","--","--","--","3551142.00","--","0.00","0.00","31.39"
"114/01/03","113","3","6754","匯僑設計","3956467.00","944865.00","4901332.00","2337089.00","271318.00","2608407.00","660000.00","--","687087.00","1011271.00","-65433.00","--","2292925.00","--","--","--","2292925.00","--","0.00","0.00","34.74"
"114/01/03","113","3","6756","威鋒電子","2058994.00","1736617.00","3795611.00","893978.00","21861.00","915839.00","698369.00","--","1580006.00","605233.00","-77470.00","--","2806138.00","--","--","73634.00","2879772.00","--","152000.00","0.00","40.25"
"114/01/03","113","3","6757","台灣虎航","10016642.00","10386380.00","20403022.00","6729114.00","6969367.00","13698481.00","4490000.00","--","0.00","2217327.00","-2786.00","--","--","--","--","--","6704541.00","0.00","0.00","0.00","14.93"
"114/01/03","113","3","6768","志強-KY","14143603.00","7183242.00","21326845.00","5068431.00","1937017.00","7005448.00","1960456.00","0.00","7954196.00","3997101.00","410744.00","0.00","14322497.00","--","--","-1100.00","14321397.00","--","0.00","0.00","73.06"
"114/01/03","113","3","6770","力積電","53658345.00","137863267.00","191521612.00","30184670.00","71760765.00","101945435.00","41532107.00","--","27212611.00","20834705.00","-3246.00","--","89576177.00","--","--","--","89576177.00","--","459940.00","0.00","21.57"
"114/01/03","113","3","6771","平和環保-創","397017.00","903678.00","1300695.00","251957.00","208241.00","460198.00","311795.00","--","261215.00","258798.00","--","--","831808.00","--","--","8689.00","840497.00","--","0.00","0.00","26.68"
"114/01/03","113","3","6776","展碁國際","7137172.00","2280039.00","9417211.00","6275891.00","769684.00","7045575.00","815814.00","--","629750.00","713089.00","-45742.00","--","2112911.00","--","--","258725.00","2371636.00","0.00","0.00","0.00","25.90"
"114/01/03","113","3","6781","AES-KY","16091555.00","3308057.00","19399612.00","5103537.00","464149.00","5567686.00","854188.00","--","6069940.00","6334679.00","572532.00","--","13831339.00","--","--","587.00","13831926.00","--","0.00","0.00","161.92"
"114/01/03","113","3","6782","視陽","1974698.00","3621897.00","5596595.00","1177543.00","643581.00","1821124.00","630000.00","--","1431007.00","1459650.00","234071.00","--","3754728.00","--","--","20743.00","3775471.00","0.00","0.00","0.00","59.60"
"114/01/03","113","3","6789","采鈺","15141568.00","9438188.00","24579756.00","4634831.00","2441161.00","7075992.00","3171091.00","--","7312817.00","7019856.00","--","--","--","--","--","--","17503764.00","--","0.00","0.00","55.20"
"114/01/03","113","3","6790","永豐實","4709423.00","4766118.00","9475541.00","2783814.00","1111892.00","3895706.00","2671290.00","--","1214116.00","1666199.00","-18139.00","--","5533466.00","0.00","--","46369.00","5579835.00","--","0.00","0.00","20.71"
"114/01/03","113","3","6792","詠業","1489810.00","474012.00","1963822.00","322093.00","56104.00","378197.00","478753.00","--","690174.00","479673.00","22950.00","-85925.00","1585625.00","--","--","--","1585625.00","--","0.00","1000000.00","33.83"
"114/01/03","113","3","6794","向榮生技-創","635715.00","160779.00","796494.00","23075.00","67718.00","90793.00","583845.00","--","705269.00","-583413.00","--","--","--","--","--","--","705701.00","0.00","0.00","0.00","12.09"
"114/01/03","113","3","6796","晉弘","743450.00","569655.00","1313105.00","202025.00","404664.00","606689.00","347502.00","--","321236.00","43056.00","-5378.00","--","706416.00","--","--","--","706416.00","0.00","0.00","0.00","20.33"
"114/01/03","113","3","6799","來頡","1500615.00","188647.00","1689262.00","170861.00","1413.00","172274.00","427831.00","--","591146.00","558961.00","-32525.00","-28425.00","1516988.00","--","--","--","1516988.00","45000.00","0.00","269000.00","35.68"
"114/01/03","113","3","6805","富世達","8847629.00","1013182.00","9860811.00","4029886.00","678611.00","4708497.00","685539.00","--","2467298.00","1934670.00","64807.00","--","5152314.00","--","--","--","5152314.00","--","0.00","0.00","75.16"
"114/01/03","113","3","6806","森崴能源","31262990.00","13945908.00","45208898.00","9193562.00","22658801.00","31852363.00","2246429.00","--","9037632.00","974243.00","-17579.00","--","12240725.00","--","--","1115810.00","13356535.00","--","3793819.00","0.00","54.49"
"114/01/03","113","3","6807","峰源-KY","2068971.00","1601698.00","3670669.00","1187336.00","45632.00","1232968.00","540000.00","--","1001612.00","686106.00","209983.00","--","2437701.00","--","--","--","2437701.00","0.00","0.00","0.00","45.14"
"114/01/03","113","3","6830","汎銓","2361940.00","3649027.00","6010967.00","612326.00","2273323.00","2885649.00","517812.00","--","2033622.00","564293.00","9591.00","--","3125318.00","--","--","--","3125318.00","--","5000000.00","0.00","60.36"
"114/01/03","113","3","6834","天二科技","1056815.00","1075078.00","2131893.00","647208.00","27499.00","674707.00","884711.00","--","455675.00","108715.00","8085.00","--","1457186.00","--","--","--","1457186.00","--","0.00","0.00","16.47"
"114/01/03","113","3","6835","圓裕","2905421.00","368180.00","3273601.00","1409310.00","145640.00","1554950.00","661723.00","--","410368.00","644762.00","-2165.00","--","1714688.00","--","--","3963.00","1718651.00","--","0.00","0.00","25.91"
"114/01/03","113","3","6838","台新藥","1744877.00","404962.00","2149839.00","187471.00","358106.00","545577.00","1509771.00","--","2278470.00","-2114290.00","-70255.00","--","1603696.00","--","--","566.00","1604262.00","--","0.00","0.00","10.62"
"114/01/03","113","3","6854","錼創科技-KY創","1771359.00","784086.00","2555445.00","552755.00","81277.00","634032.00","1071786.00","--","6448699.00","-5820339.00","221267.00","--","1921413.00","--","--","--","1921413.00","0.00","0.00","0.00","17.93"
"114/01/03","113","3","6861","睿生光電","1938684.00","328130.00","2266814.00","709958.00","175442.00","885400.00","420302.00","--","449747.00","527380.00","-16015.00","--","1381414.00","--","--","--","1381414.00","--","1233050.00","0.00","33.29"
"114/01/03","113","3","6862","三集瑞-KY","1813640.00","1422065.00","3235705.00","1385929.00","158795.00","1544724.00","440000.00","--","220866.00","1014158.00","15957.00","--","1690981.00","--","--","--","1690981.00","--","0.00","0.00","38.43"
